,group,group_name,seqnames,start,end,width,strand,score,score
1,1,PC1,Chr11,900001,950000,50000,*,-0.034,0.034
2,1,PC1,Chr11,950001,1000000,50000,*,-0.034,0.034
3,1,PC1,Chr11,1000001,1050000,50000,*,-0.033,0.033
4,1,PC1,Chr11,1050001,1100000,50000,*,-0.031,0.031
5,1,PC1,Chr11,1100001,1150000,50000,*,-0.031,0.031
6,1,PC1,Chr11,1150001,1200000,50000,*,-0.031,0.031
7,1,PC1,Chr11,1200001,1250000,50000,*,-0.031,0.031
8,1,PC1,Chr11,1250001,1300000,50000,*,-0.033,0.033
9,1,PC1,Chr11,1300001,1350000,50000,*,-0.033,0.033
10,1,PC1,Chr11,1350001,1400000,50000,*,-0.032,0.032
11,1,PC1,Chr11,1400001,1450000,50000,*,-0.034,0.034
12,1,PC1,Chr11,1450001,1500000,50000,*,-0.034,0.034
13,1,PC1,Chr11,1500001,1550000,50000,*,-0.034,0.034
14,1,PC1,Chr11,1550001,1600000,50000,*,-0.034,0.034
15,1,PC1,Chr11,1650001,1700000,50000,*,-0.029,0.029
16,1,PC1,Chr11,1700001,1750000,50000,*,-0.033,0.033
17,1,PC1,Chr11,1750001,1800000,50000,*,-0.033,0.033
18,1,PC1,Chr11,1800001,1850000,50000,*,-0.034,0.034
19,1,PC1,Chr11,1850001,1900000,50000,*,-0.034,0.034
20,1,PC1,Chr11,1900001,1950000,50000,*,-0.033,0.033
21,1,PC1,Chr11,1950001,2000000,50000,*,-0.033,0.033
22,1,PC1,Chr11,2000001,2050000,50000,*,-0.033,0.033
23,1,PC1,Chr11,2050001,2100000,50000,*,-0.032,0.032
24,1,PC1,Chr11,2100001,2150000,50000,*,-0.031,0.031
25,1,PC1,Chr11,2150001,2200000,50000,*,-0.023,0.023
26,1,PC1,Chr11,2200001,2250000,50000,*,-0.032,0.032
27,1,PC1,Chr11,2250001,2300000,50000,*,-0.034,0.034
28,1,PC1,Chr11,2300001,2350000,50000,*,-0.034,0.034
29,1,PC1,Chr11,2350001,2400000,50000,*,-0.034,0.034
30,1,PC1,Chr11,2400001,2450000,50000,*,-0.034,0.034
31,1,PC1,Chr11,2450001,2500000,50000,*,-0.034,0.034
32,1,PC1,Chr11,2600001,2650000,50000,*,-0.033,0.033
33,1,PC1,Chr11,2650001,2700000,50000,*,-0.03,0.03
34,1,PC1,Chr11,2700001,2750000,50000,*,-0.032,0.032
