,group,group_name,seqnames,start,end,width,strand,score,score
1,1,PC1,Chr02,600001,650000,50000,*,-0.04,0.04
2,1,PC1,Chr02,650001,700000,50000,*,-0.041,0.041
3,1,PC1,Chr02,850001,900000,50000,*,-0.041,0.041
4,1,PC1,Chr02,900001,950000,50000,*,-0.04,0.04
5,1,PC1,Chr02,950001,1000000,50000,*,-0.041,0.041
6,1,PC1,Chr02,1000001,1050000,50000,*,-0.041,0.041
7,1,PC1,Chr02,1050001,1100000,50000,*,-0.04,0.04
8,1,PC1,Chr02,1100001,1150000,50000,*,-0.041,0.041
9,1,PC1,Chr02,1150001,1200000,50000,*,-0.041,0.041
10,1,PC1,Chr02,1200001,1250000,50000,*,-0.042,0.042
11,1,PC1,Chr02,1250001,1300000,50000,*,-0.041,0.041
12,1,PC1,Chr02,1300001,1350000,50000,*,-0.042,0.042
13,1,PC1,Chr02,1350001,1400000,50000,*,-0.041,0.041
14,1,PC1,Chr02,1400001,1450000,50000,*,-0.041,0.041
15,1,PC1,Chr02,1450001,1500000,50000,*,-0.041,0.041
16,1,PC1,Chr02,1500001,1550000,50000,*,-0.042,0.042
17,1,PC1,Chr02,1550001,1600000,50000,*,-0.04,0.04
18,1,PC1,Chr02,1600001,1650000,50000,*,-0.037,0.037
19,1,PC1,Chr02,1650001,1700000,50000,*,0.004,-0.004
20,1,PC1,Chr02,1700001,1750000,50000,*,-0.021,0.021
21,1,PC1,Chr02,1750001,1800000,50000,*,-0.003,0.003
22,1,PC1,Chr02,1800001,1850000,50000,*,0.036,-0.036
23,1,PC1,Chr02,1850001,1900000,50000,*,0.03,-0.03
24,1,PC1,Chr02,1900001,1950000,50000,*,0.01,-0.01
25,1,PC1,Chr02,1950001,2000000,50000,*,0.017,-0.017
26,1,PC1,Chr02,2000001,2050000,50000,*,-0.018,0.018
27,1,PC1,Chr02,2050001,2100000,50000,*,-0.037,0.037
28,1,PC1,Chr02,2100001,2150000,50000,*,-0.042,0.042
29,1,PC1,Chr02,2150001,2200000,50000,*,-0.042,0.042
30,1,PC1,Chr02,2200001,2250000,50000,*,-0.041,0.041
31,1,PC1,Chr02,2250001,2300000,50000,*,-0.041,0.041
32,1,PC1,Chr02,2300001,2350000,50000,*,-0.042,0.042
33,1,PC1,Chr02,2350001,2400000,50000,*,-0.04,0.04
34,1,PC1,Chr02,2400001,2450000,50000,*,-0.041,0.041
35,1,PC1,Chr02,2450001,2500000,50000,*,-0.041,0.041
36,1,PC1,Chr02,2500001,2550000,50000,*,-0.034,0.034
37,1,PC1,Chr02,2550001,2600000,50000,*,-0.04,0.04
38,1,PC1,Chr02,2600001,2650000,50000,*,-0.041,0.041
39,1,PC1,Chr02,2650001,2700000,50000,*,-0.042,0.042
40,1,PC1,Chr02,2700001,2750000,50000,*,-0.04,0.04
41,1,PC1,Chr02,2750001,2800000,50000,*,-0.032,0.032
42,1,PC1,Chr02,2800001,2850000,50000,*,-0.02,0.02
43,1,PC1,Chr02,2850001,2900000,50000,*,-0.031,0.031
44,1,PC1,Chr02,2900001,2950000,50000,*,-0.011,0.011
45,1,PC1,Chr02,2950001,3000000,50000,*,-0.032,0.032
46,1,PC1,Chr02,3000001,3050000,50000,*,-0.038,0.038
47,1,PC1,Chr02,3050001,3100000,50000,*,-0.042,0.042
48,1,PC1,Chr02,3100001,3150000,50000,*,-0.041,0.041
49,1,PC1,Chr02,3150001,3200000,50000,*,-0.041,0.041
50,1,PC1,Chr02,3250001,3300000,50000,*,-0.039,0.039
51,1,PC1,Chr02,3300001,3350000,50000,*,-0.04,0.04
52,1,PC1,Chr02,3350001,3400000,50000,*,-0.041,0.041
53,1,PC1,Chr02,3400001,3450000,50000,*,-0.041,0.041
54,1,PC1,Chr02,3450001,3500000,50000,*,-0.042,0.042
55,1,PC1,Chr02,3500001,3550000,50000,*,-0.042,0.042
56,1,PC1,Chr02,3550001,3600000,50000,*,-0.039,0.039
