,group,group_name,seqnames,start,end,width,strand,score,score
1,1,PC1,Chr06,400001,450000,50000,*,-0.037,0.037
2,1,PC1,Chr06,450001,500000,50000,*,-0.037,0.037
3,1,PC1,Chr06,500001,550000,50000,*,-0.037,0.037
4,1,PC1,Chr06,550001,600000,50000,*,-0.037,0.037
5,1,PC1,Chr06,600001,650000,50000,*,-0.037,0.037
6,1,PC1,Chr06,650001,700000,50000,*,-0.037,0.037
7,1,PC1,Chr06,700001,750000,50000,*,-0.037,0.037
8,1,PC1,Chr06,750001,800000,50000,*,-0.037,0.037
9,1,PC1,Chr06,1000001,1050000,50000,*,-0.037,0.037
10,1,PC1,Chr06,1200001,1250000,50000,*,-0.038,0.038
11,1,PC1,Chr06,1350001,1400000,50000,*,-0.037,0.037
12,1,PC1,Chr06,1400001,1450000,50000,*,-0.038,0.038
13,1,PC1,Chr06,1450001,1500000,50000,*,-0.038,0.038
14,1,PC1,Chr06,1500001,1550000,50000,*,-0.038,0.038
15,1,PC1,Chr06,1550001,1600000,50000,*,-0.037,0.037
16,1,PC1,Chr06,1600001,1650000,50000,*,-0.037,0.037
17,1,PC1,Chr06,1700001,1750000,50000,*,-0.037,0.037
18,1,PC1,Chr06,1750001,1800000,50000,*,-0.036,0.036
19,1,PC1,Chr06,1800001,1850000,50000,*,-0.037,0.037
20,1,PC1,Chr06,1850001,1900000,50000,*,-0.035,0.035
21,1,PC1,Chr06,1900001,1950000,50000,*,-0.037,0.037
22,1,PC1,Chr06,1950001,2000000,50000,*,-0.037,0.037
23,1,PC1,Chr06,2000001,2050000,50000,*,-0.038,0.038
24,1,PC1,Chr06,2050001,2100000,50000,*,-0.037,0.037
25,1,PC1,Chr06,2100001,2150000,50000,*,-0.037,0.037
26,1,PC1,Chr06,2150001,2200000,50000,*,-0.038,0.038
27,1,PC1,Chr06,2200001,2250000,50000,*,-0.037,0.037
28,1,PC1,Chr06,2250001,2300000,50000,*,-0.038,0.038
29,1,PC1,Chr06,2300001,2350000,50000,*,-0.038,0.038
30,1,PC1,Chr06,2350001,2400000,50000,*,-0.038,0.038
31,1,PC1,Chr06,2400001,2450000,50000,*,-0.039,0.039
32,1,PC1,Chr06,2450001,2500000,50000,*,-0.038,0.038
33,1,PC1,Chr06,2500001,2550000,50000,*,-0.038,0.038
34,1,PC1,Chr06,2550001,2600000,50000,*,-0.038,0.038
35,1,PC1,Chr06,2600001,2650000,50000,*,-0.038,0.038
36,1,PC1,Chr06,2650001,2700000,50000,*,-0.039,0.039
37,1,PC1,Chr06,2700001,2750000,50000,*,-0.038,0.038
38,1,PC1,Chr06,2750001,2800000,50000,*,-0.037,0.037
39,1,PC1,Chr06,2800001,2850000,50000,*,-0.037,0.037
40,1,PC1,Chr06,2850001,2900000,50000,*,-0.037,0.037
41,1,PC1,Chr06,2900001,2950000,50000,*,-0.038,0.038
42,1,PC1,Chr06,2950001,3000000,50000,*,-0.038,0.038
43,1,PC1,Chr06,3000001,3050000,50000,*,-0.037,0.037
44,1,PC1,Chr06,3050001,3100000,50000,*,-0.038,0.038
45,1,PC1,Chr06,3100001,3150000,50000,*,-0.038,0.038
46,1,PC1,Chr06,3150001,3200000,50000,*,-0.038,0.038
47,1,PC1,Chr06,3200001,3250000,50000,*,-0.038,0.038
48,1,PC1,Chr06,3250001,3300000,50000,*,-0.037,0.037
49,1,PC1,Chr06,3300001,3350000,50000,*,-0.036,0.036
50,1,PC1,Chr06,3350001,3400000,50000,*,-0.037,0.037
51,1,PC1,Chr06,3400001,3450000,50000,*,-0.038,0.038
52,1,PC1,Chr06,3450001,3500000,50000,*,-0.038,0.038
53,1,PC1,Chr06,3500001,3550000,50000,*,-0.038,0.038
54,1,PC1,Chr06,3550001,3600000,50000,*,-0.037,0.037
55,1,PC1,Chr06,3600001,3650000,50000,*,-0.039,0.039
56,1,PC1,Chr06,3650001,3700000,50000,*,-0.037,0.037
57,1,PC1,Chr06,3700001,3750000,50000,*,-0.038,0.038
58,1,PC1,Chr06,3750001,3800000,50000,*,-0.037,0.037
59,1,PC1,Chr06,3800001,3850000,50000,*,-0.038,0.038
60,1,PC1,Chr06,3850001,3900000,50000,*,-0.038,0.038
61,1,PC1,Chr06,3900001,3950000,50000,*,-0.039,0.039
62,1,PC1,Chr06,3950001,4000000,50000,*,-0.037,0.037
63,1,PC1,Chr06,4000001,4050000,50000,*,-0.036,0.036
64,1,PC1,Chr06,4050001,4100000,50000,*,-0.039,0.039
65,1,PC1,Chr06,4100001,4150000,50000,*,-0.038,0.038
66,1,PC1,Chr06,4150001,4200000,50000,*,-0.036,0.036
67,1,PC1,Chr06,4200001,4250000,50000,*,-0.033,0.033
68,1,PC1,Chr06,4250001,4300000,50000,*,-0.034,0.034
69,1,PC1,Chr06,4300001,4350000,50000,*,-0.028,0.028
70,1,PC1,Chr06,4350001,4400000,50000,*,-0.034,0.034
71,1,PC1,Chr06,4400001,4450000,50000,*,-0.033,0.033
72,1,PC1,Chr06,4450001,4500000,50000,*,-0.037,0.037
73,1,PC1,Chr06,4500001,4550000,50000,*,-0.036,0.036
74,1,PC1,Chr06,4550001,4600000,50000,*,-0.036,0.036
75,1,PC1,Chr06,4600001,4650000,50000,*,-0.032,0.032
76,1,PC1,Chr06,4650001,4700000,50000,*,-0.037,0.037
77,1,PC1,Chr06,4700001,4750000,50000,*,-0.037,0.037
78,1,PC1,Chr06,4750001,4800000,50000,*,-0.036,0.036
79,1,PC1,Chr06,4800001,4850000,50000,*,-0.035,0.035
80,1,PC1,Chr06,4950001,5000000,50000,*,-0.037,0.037
81,1,PC1,Chr06,5000001,5050000,50000,*,-0.038,0.038
