Alignment_5:	D01	31,751 	14,532,864 	A01	102,011,843 	123,397,534 
Alignment_92:	D01	14,493,373 	15,409,417 	A02	10,498,344 	11,805,700 
Alignment_6:	D01	15,734,125 	21,220,691 	A01	91,830,587 	101,920,107 
Alignment_7:	D01	22,282,937 	29,583,162 	A01	52,357,231 	75,043,428 
Alignment_0:	D01	31,047,796 	33,023,442 	A01	40,329,080 	45,528,231 
Alignment_89:	D01	33,390,691 	37,852,369 	A02	28,159,874 	48,601,001 
Alignment_90:	D01	38,236,062 	39,789,170 	A02	16,544,466 	21,159,835 
Alignment_87:	D01	40,078,980 	41,572,241 	A02	48,835,312 	52,514,427 
Alignment_86:	D01	41,723,036 	52,363,387 	A02	21,351 	17,683,543 
Alignment_94:	D02	41,720 	9,738,274 	A02	98,780,510 	115,146,612 
Alignment_100:	D02	9,798,668 	14,234,278 	A02	84,662,677 	96,128,742 
Alignment_97:	D02	14,115,000 	14,952,346 	A02	63,966,518 	66,486,109 
Alignment_95:	D02	15,145,922 	17,795,827 	A02	54,462,492 	62,942,122 
Alignment_101:	D02	20,241,729 	25,637,572 	A02	73,638,083 	82,760,302 
Alignment_14:	D02	26,314,590 	31,136,848 	A01	27,319,372 	38,143,924 
Alignment_9:	D02	31,948,850 	35,512,384 	A01	16,892,033 	23,725,150 
Alignment_13:	D02	35,609,822 	48,270,500 	A01	41,081 	16,754,601 
Alignment_184:	D03	44,537 	13,294,874 	A03	120,477,709 	139,178,626 
Alignment_179:	D03	13,348,606 	14,289,331 	A03	118,478,964 	120,015,974 
Alignment_186:	D03	14,445,467 	16,982,783 	A03	113,859,707 	118,225,839 
Alignment_175:	D03	17,976,040 	19,951,941 	A03	88,098,992 	94,862,413 
Alignment_185:	D03	20,339,692 	23,154,163 	A03	102,945,953 	111,549,525 
Alignment_180:	D03	23,277,638 	24,254,295 	A03	95,121,135 	101,200,268 
Alignment_189:	D03	24,445,718 	25,066,873 	A03	76,900,074 	78,440,107 
Alignment_182:	D03	24,987,467 	26,250,023 	A03	76,637,643 	80,034,338 
Alignment_174:	D03	28,684,685 	34,186,508 	A03	64,413,423 	72,620,901 
Alignment_187:	D03	34,307,080 	35,879,502 	A03	56,254,470 	62,267,072 
Alignment_178:	D03	35,963,086 	37,885,978 	A03	47,989,311 	55,935,749 
Alignment_183:	D03	37,567,503 	62,998,768 	A03	1,413 	47,416,419 
Alignment_280:	D04	10,040 	19,967,560 	A04	87,316,199 	122,442,559 
Alignment_270:	D04	19,652,393 	21,865,488 	A04	75,643,114 	83,031,539 
Alignment_275:	D04	22,278,341 	23,228,905 	A04	71,675,636 	77,859,945 
Alignment_278:	D04	23,297,167 	24,700,079 	A04	83,366,925 	86,292,236 
Alignment_273:	D04	24,812,228 	25,497,783 	A04	38,027,866 	41,574,590 
Alignment_272:	D04	26,097,711 	29,429,557 	A04	47,306,777 	60,974,602 
Alignment_279:	D04	29,543,065 	30,059,341 	A04	65,490,677 	66,282,901 
Alignment_277:	D04	30,108,803 	32,356,551 	A04	42,458,594 	49,239,363 
Alignment_271:	D04	32,858,201 	34,394,551 	A04	30,721,976 	35,952,489 
Alignment_281:	D04	33,510,613 	50,640,092 	A04	62,722 	34,745,726 
Alignment_375:	D05	1,303,210 	1,558,603 	A05	82,893,239 	83,049,291 
Alignment_357:	D05	1,776,733 	20,534,637 	A05	70,197,037 	92,705,371 
Alignment_358:	D05	21,407,050 	39,381,624 	A05	33,075,717 	69,958,461 
Alignment_360:	D05	39,381,232 	45,540,389 	A05	15,125,115 	29,656,740 
Alignment_379:	D05	45,623,349 	46,045,534 	A05	30,446,942 	32,624,326 
Alignment_371:	D05	46,098,533 	46,914,547 	A05	29,837,269 	30,996,684 
Alignment_361:	D05	46,953,681 	48,717,256 	A05	11,979,756 	14,756,732 
Alignment_372:	D05	48,859,049 	49,931,934 	A05	9,282,580 	11,980,757 
Alignment_359:	D05	50,042,702 	57,100,831 	A05	23,956 	10,251,574 
Alignment_490:	D06	32,512 	17,775,104 	A06	110,073,071 	143,333,720 
Alignment_479:	D06	18,068,158 	18,585,807 	A06	108,996,228 	109,953,192 
Alignment_492:	D06	18,596,468 	23,874,447 	A06	98,446,871 	108,917,290 
Alignment_493:	D06	24,044,908 	37,477,912 	A06	53,335,163 	94,704,103 
Alignment_477:	D06	37,566,807 	41,927,992 	A06	38,868,178 	53,035,040 
Alignment_495:	D06	41,965,583 	43,054,786 	A06	33,997,908 	38,052,264 
Alignment_486:	D06	43,582,546 	47,123,054 	A06	854,879 	1,182,347 
Alignment_482:	D06	47,160,490 	48,013,271 	A06	18,572,984 	20,007,180 
Alignment_491:	D06	48,454,002 	60,355,935 	A06	20,517 	18,231,185 
Alignment_554:	D07	40,911 	13,197,359 	A07	83,857,815 	105,979,247 
Alignment_563:	D07	13,849,138 	15,867,326 	A07	69,072,867 	74,590,486 
Alignment_557:	D07	16,183,579 	16,779,880 	A07	81,306,248 	83,581,175 
Alignment_556:	D07	16,817,612 	18,354,786 	A07	53,686,119 	57,624,056 
Alignment_566:	D07	18,352,771 	22,510,368 	A07	95,615,431 	100,345,529 
Alignment_553:	D07	22,351,097 	53,499,296 	A07	2,785 	52,635,924 
Alignment_665:	D08	27,588 	17,161,177 	A08	111,696,605 	142,242,194 
Alignment_649:	D08	17,249,398 	18,133,230 	A08	95,611,477 	98,456,971 
Alignment_667:	D08	18,375,327 	20,038,188 	A08	101,819,187 	105,832,873 
Alignment_645:	D08	20,273,822 	22,404,977 	A08	88,124,344 	95,007,179 
Alignment_647:	D08	24,417,722 	28,659,617 	A08	73,036,297 	87,329,469 
Alignment_666:	D08	28,673,335 	35,255,419 	A08	48,605,639 	72,925,977 
Alignment_646:	D08	35,272,299 	36,255,019 	A08	45,156,268 	47,852,702 
Alignment_664:	D08	36,779,137 	62,604,051 	A08	66,252 	44,616,189 
Alignment_784:	D09	445,364 	15,554,431 	A09	60,597,374 	89,328,796 
Alignment_786:	D09	15,963,970 	18,288,262 	A09	52,904,149 	60,259,961 
Alignment_783:	D09	19,301,163 	39,921,384 	A09	12,027,076 	51,381,358 
Alignment_785:	D09	39,940,813 	40,659,659 	A09	11,082,148 	11,987,717 
Alignment_782:	D09	40,681,031 	49,898,206 	A09	1,685 	11,043,234 
Alignment_891:	D10	27,349 	9,415,891 	A10	119,257,559 	131,736,618 
Alignment_895:	D10	9,413,192 	15,966,776 	A10	108,149,931 	118,929,282 
Alignment_893:	D10	16,001,845 	35,249,148 	A10	64,307,340 	107,990,382 
Alignment_892:	D10	34,820,811 	61,894,410 	A10	82,486 	53,011,180 
Alignment_998:	D11	405,353 	3,550,533 	A11	133,443,466 	137,852,431 
Alignment_983:	D11	3,189,318 	5,865,859 	A11	126,074,762 	132,059,289 
Alignment_997:	D11	5,943,926 	15,970,873 	A11	105,567,172 	125,732,259 
Alignment_984:	D11	15,963,196 	18,513,703 	A11	98,573,833 	104,939,984 
Alignment_985:	D11	18,987,735 	20,004,300 	A11	95,040,683 	96,917,011 
Alignment_999:	D11	19,914,075 	26,605,446 	A11	70,516,677 	94,055,345 
Alignment_987:	D11	26,926,936 	27,305,951 	A11	67,783,368 	69,511,655 
Alignment_996:	D11	27,477,564 	50,708,930 	A11	16,129,185 	67,444,541 
Alignment_995:	D11	50,773,304 	63,135,947 	A11	21,662 	15,652,282 
Alignment_1116:	D12	52,720 	15,195,068 	A12	91,820,992 	119,941,608 
Alignment_1117:	D12	15,384,154 	16,060,699 	A12	85,423,516 	87,488,950 
Alignment_1119:	D12	16,855,714 	18,081,555 	A12	78,248,292 	79,945,550 
Alignment_1126:	D12	18,108,202 	19,728,459 	A12	72,919,281 	77,457,031 
Alignment_1118:	D12	20,013,851 	20,840,217 	A12	65,527,880 	69,431,839 
Alignment_1123:	D12	21,119,225 	21,597,928 	A12	82,931,672 	84,588,085 
Alignment_1125:	D12	21,621,160 	23,934,211 	A12	59,082,669 	64,879,420 
Alignment_1130:	D12	25,039,066 	26,686,843 	A12	88,562,628 	89,788,842 
Alignment_1115:	D12	27,513,871 	57,711,894 	A12	27,198 	57,250,048 
Alignment_1228:	D13	20,746 	2,418,127 	A13	126,502,210 	129,534,665 
Alignment_1239:	D13	2,437,436 	7,165,505 	A13	119,954,146 	126,472,558 
Alignment_1230:	D13	7,196,868 	10,966,995 	A13	115,441,600 	119,932,880 
Alignment_1229:	D13	11,196,372 	16,680,747 	A13	91,010,743 	110,814,456 
Alignment_1231:	D13	17,050,465 	21,821,194 	A13	57,417,512 	66,669,016 
Alignment_1242:	D13	22,128,712 	23,618,694 	A13	76,024,590 	81,034,205 
Alignment_1233:	D13	23,735,204 	25,219,494 	A13	80,456,488 	82,810,512 
Alignment_1244:	D13	25,915,462 	28,335,802 	A13	68,650,248 	75,829,799 
Alignment_1232:	D13	28,394,668 	30,148,636 	A13	46,049,606 	49,243,016 
Alignment_1227:	D13	31,079,286 	49,545,482 	A13	12,108,512 	46,504,475 
Alignment_1240:	D13	49,637,666 	52,150,536 	A13	8,248,822 	12,136,499 
Alignment_1226:	D13	52,254,887 	58,732,575 	A13	9,464 	8,236,747 
