Alignment_17:	A01	41,081 	2,674,122 	K02	314,360 	3,200,262 
Alignment_16:	A01	3,127,449 	6,789,275 	K02	3,268,954 	9,747,691 
Alignment_23:	A01	7,082,439 	9,200,624 	K02	10,621,724 	14,856,871 
Alignment_18:	A01	9,168,974 	16,754,601 	K02	16,618,836 	32,622,165 
Alignment_24:	A01	16,887,636 	22,379,168 	K02	33,836,823 	40,541,999 
Alignment_28:	A01	23,052,021 	23,656,924 	K02	40,671,444 	41,992,723 
Alignment_20:	A01	23,671,794 	24,970,917 	K02	32,712,506 	33,837,590 
Alignment_22:	A01	27,319,372 	28,398,372 	K02	42,673,547 	44,030,588 
Alignment_25:	A01	28,817,776 	32,024,861 	K02	46,667,543 	50,821,097 
Alignment_19:	A01	32,592,671 	35,952,705 	K02	51,312,146 	56,431,879 
Alignment_26:	A01	36,822,323 	36,931,874 	K02	46,237,343 	46,357,841 
Alignment_3:	A01	37,727,949 	43,914,380 	K01	122,568,099 	125,782,595 
Alignment_12:	A01	43,421,287 	48,332,659 	K01	100,444,233 	108,186,485 
Alignment_13:	A01	50,262,125 	61,403,815 	K01	106,029,477 	115,006,771 
Alignment_15:	A01	65,187,152 	66,930,122 	K01	56,106,807 	58,005,264 
Alignment_4:	A01	68,369,783 	72,575,833 	K01	69,036,416 	73,205,856 
Alignment_7:	A01	75,065,452 	75,648,809 	K01	76,995,416 	78,024,191 
Alignment_8:	A01	75,903,497 	82,901,208 	K01	48,313,682 	60,652,491 
Alignment_10:	A01	83,057,809 	85,910,774 	K01	113,897,743 	118,991,627 
Alignment_5:	A01	86,257,339 	91,406,167 	K01	93,283,813 	99,292,956 
Alignment_9:	A01	91,830,587 	95,784,247 	K01	85,007,653 	92,116,490 
Alignment_2:	A01	98,275,560 	101,920,107 	K01	40,241,013 	48,076,265 
Alignment_1:	A01	102,011,843 	123,397,534 	K01	3,717 	36,427,403 
Alignment_113:	A02	447 	7,090,695 	K02	127,818,827 	139,543,726 
Alignment_114:	A02	8,312,730 	16,366,549 	K02	115,200,320 	127,798,056 
Alignment_109:	A02	21,246,691 	30,484,382 	K02	98,040,853 	114,792,024 
Alignment_117:	A02	34,372,324 	35,196,166 	K02	62,924,249 	64,896,684 
Alignment_115:	A02	37,977,155 	41,508,976 	K02	70,868,190 	77,091,781 
Alignment_116:	A02	44,783,323 	51,180,541 	K02	95,540,400 	99,696,846 
Alignment_110:	A02	52,324,584 	60,247,306 	K02	80,620,353 	92,827,375 
Alignment_101:	A02	61,995,594 	63,570,114 	K01	172,731,900 	174,019,246 
Alignment_104:	A02	62,632,632 	66,311,747 	K01	173,348,240 	180,325,570 
Alignment_106:	A02	66,661,650 	68,617,865 	K01	134,815,838 	136,859,331 
Alignment_105:	A02	68,821,437 	77,143,413 	K01	150,182,564 	160,901,974 
Alignment_107:	A02	78,012,737 	85,638,207 	K01	125,916,370 	132,502,101 
Alignment_100:	A02	93,987,224 	98,605,347 	K01	165,662,716 	172,192,854 
Alignment_99:	A02	97,463,516 	102,451,877 	K01	137,433,295 	145,593,606 
Alignment_98:	A02	102,557,046 	104,212,518 	K01	145,519,244 	150,086,294 
Alignment_103:	A02	104,272,175 	115,106,687 	K01	181,041,660 	199,843,041 
Alignment_190:	A03	1,413 	26,245,904 	K03	159,823,292 	205,682,065 
Alignment_193:	A03	26,613,792 	47,416,419 	K03	120,457,586 	155,275,185 
Alignment_213:	A03	47,989,311 	56,013,231 	K03	47,351,734 	52,260,693 
Alignment_195:	A03	49,577,950 	61,456,632 	K03	40,714,811 	51,907,615 
Alignment_206:	A03	63,579,861 	70,734,265 	K03	65,762,782 	77,029,316 
Alignment_204:	A03	70,853,013 	72,439,881 	K03	117,697,123 	119,483,786 
Alignment_203:	A03	74,750,786 	76,364,005 	K03	64,245,497 	67,359,006 
Alignment_202:	A03	76,900,074 	80,034,338 	K03	84,326,883 	89,604,103 
Alignment_197:	A03	80,838,589 	84,356,936 	K03	98,170,127 	103,445,932 
Alignment_205:	A03	86,241,265 	94,862,413 	K03	99,787,108 	111,633,665 
Alignment_198:	A03	95,121,135 	101,200,268 	K03	54,150,286 	58,612,547 
Alignment_200:	A03	103,154,255 	104,812,460 	K03	85,779,902 	88,415,447 
Alignment_201:	A03	105,437,283 	107,028,215 	K03	90,180,750 	91,848,803 
Alignment_214:	A03	107,059,000 	108,682,952 	K03	95,571,353 	97,190,552 
Alignment_199:	A03	109,156,545 	111,549,525 	K03	112,385,563 	114,138,041 
Alignment_196:	A03	114,752,523 	119,875,803 	K03	32,519,021 	39,385,952 
Alignment_209:	A03	120,477,709 	122,684,474 	K03	27,347,316 	32,790,078 
Alignment_194:	A03	123,813,991 	125,628,805 	K03	21,474,840 	26,758,160 
Alignment_191:	A03	126,570,911 	136,262,816 	K03	4,357,679 	21,022,140 
Alignment_192:	A03	136,432,133 	139,178,626 	K03	46,616 	3,373,392 
Alignment_296:	A04	11,344 	17,872,293 	K04	147,143,262 	177,811,393 
Alignment_301:	A04	17,869,844 	35,822,537 	K04	116,844,840 	137,311,866 
Alignment_304:	A04	37,530,352 	39,196,206 	K04	115,700,025 	117,002,145 
Alignment_306:	A04	47,306,777 	52,873,563 	K04	69,945,802 	72,614,073 
Alignment_298:	A04	54,222,574 	60,974,602 	K04	106,577,014 	114,564,843 
Alignment_305:	A04	64,551,960 	66,282,901 	K04	72,878,021 	75,140,412 
Alignment_300:	A04	71,675,636 	77,445,800 	K04	84,040,806 	88,796,871 
Alignment_297:	A04	78,763,638 	83,031,539 	K04	91,013,350 	99,233,140 
Alignment_302:	A04	88,601,802 	93,998,929 	K04	100,812,740 	106,318,126 
Alignment_295:	A04	94,207,434 	122,498,326 	K04	1,728 	64,425,235 
Alignment_462:	A05	103,459 	391,594 	K13	199,152,804 	199,444,323 
Alignment_473:	A05	452,391 	5,919,637 	K13	190,131,462 	196,894,888 
Alignment_472:	A05	7,052,283 	19,190,507 	K13	169,189,045 	190,113,466 
Alignment_389:	A05	19,197,472 	26,553,461 	K05	97,667,693 	110,535,975 
Alignment_390:	A05	27,301,421 	31,061,434 	K05	91,941,910 	97,553,249 
Alignment_380:	A05	30,549,539 	34,056,584 	K05	81,647,545 	91,979,868 
Alignment_400:	A05	34,444,528 	35,039,629 	K05	79,875,041 	80,598,808 
Alignment_381:	A05	35,036,055 	36,499,268 	K05	77,473,820 	79,867,669 
Alignment_391:	A05	36,582,143 	45,676,760 	K05	63,835,163 	77,436,349 
Alignment_395:	A05	46,303,387 	47,969,952 	K05	46,802,104 	50,389,387 
Alignment_405:	A05	48,396,056 	50,480,463 	K05	57,639,547 	60,234,297 
Alignment_383:	A05	50,991,721 	54,343,709 	K05	54,635,404 	55,931,774 
Alignment_382:	A05	62,296,266 	63,320,493 	K05	24,148,106 	27,263,791 
Alignment_388:	A05	66,559,583 	67,530,888 	K05	43,326,313 	46,906,402 
Alignment_394:	A05	66,968,294 	74,056,049 	K05	33,594,145 	45,083,720 
Alignment_401:	A05	77,381,209 	78,032,647 	K05	29,020,802 	29,646,273 
Alignment_397:	A05	78,401,030 	81,178,006 	K05	20,121,756 	24,842,276 
Alignment_379:	A05	81,139,193 	85,466,712 	K05	3,113,816 	8,396,641 
Alignment_392:	A05	85,975,841 	90,692,982 	K05	13,320,080 	18,071,454 
Alignment_378:	A05	90,730,969 	92,309,721 	K05	11,796,701 	13,129,252 
Alignment_387:	A05	92,360,852 	92,668,531 	K05	9,675,117 	10,803,237 
Alignment_393:	A05	92,607,993 	93,133,806 	K05	8,871,250 	10,889,062 
Alignment_499:	A06	26,784 	16,688,674 	K06	172,370,569 	203,347,481 
Alignment_512:	A06	15,472,760 	18,390,175 	K06	170,314,228 	176,192,706 
Alignment_511:	A06	18,572,984 	20,165,499 	K06	166,686,898 	170,046,557 
Alignment_501:	A06	20,226,220 	24,937,697 	K06	161,403,523 	166,628,054 
Alignment_504:	A06	28,629,420 	33,484,453 	K06	132,842,238 	144,110,099 
Alignment_519:	A06	34,935,416 	36,989,008 	K06	144,872,196 	146,603,469 
Alignment_518:	A06	37,435,153 	38,263,627 	K06	127,497,411 	129,022,637 
Alignment_510:	A06	38,868,178 	44,185,270 	K06	111,510,731 	117,522,390 
