,group,group_name,seqnames,start,end,width,strand,score,score
1,1,PC1,LG09,600001,650000,50000,*,-0.023,0.023
2,1,PC1,LG09,650001,700000,50000,*,-0.023,0.023
3,1,PC1,LG09,700001,750000,50000,*,-0.023,0.023
4,1,PC1,LG09,850001,900000,50000,*,-0.023,0.023
5,1,PC1,LG09,900001,950000,50000,*,-0.023,0.023
6,1,PC1,LG09,950001,1000000,50000,*,-0.023,0.023
7,1,PC1,LG09,1000001,1050000,50000,*,-0.021,0.021
8,1,PC1,LG09,1050001,1100000,50000,*,-0.023,0.023
9,1,PC1,LG09,1100001,1150000,50000,*,-0.023,0.023
10,1,PC1,LG09,1200001,1250000,50000,*,-0.023,0.023
11,1,PC1,LG09,1250001,1300000,50000,*,-0.023,0.023
12,1,PC1,LG09,1300001,1350000,50000,*,-0.023,0.023
13,1,PC1,LG09,1350001,1400000,50000,*,-0.023,0.023
14,1,PC1,LG09,1400001,1450000,50000,*,-0.023,0.023
15,1,PC1,LG09,1450001,1500000,50000,*,-0.023,0.023
16,1,PC1,LG09,1500001,1550000,50000,*,-0.023,0.023
17,1,PC1,LG09,1700001,1750000,50000,*,-0.024,0.024
18,1,PC1,LG09,1800001,1850000,50000,*,-0.022,0.022
19,1,PC1,LG09,1900001,1950000,50000,*,-0.022,0.022
20,1,PC1,LG09,1950001,2000000,50000,*,-0.023,0.023
21,1,PC1,LG09,2000001,2050000,50000,*,-0.024,0.024
22,1,PC1,LG09,2050001,2100000,50000,*,-0.023,0.023
23,1,PC1,LG09,2100001,2150000,50000,*,-0.023,0.023
24,1,PC1,LG09,2200001,2250000,50000,*,-0.022,0.022
25,1,PC1,LG09,2300001,2350000,50000,*,-0.022,0.022
26,1,PC1,LG09,2350001,2400000,50000,*,-0.023,0.023
27,1,PC1,LG09,2400001,2450000,50000,*,-0.024,0.024
28,1,PC1,LG09,2450001,2500000,50000,*,-0.023,0.023
29,1,PC1,LG09,2500001,2550000,50000,*,-0.022,0.022
30,1,PC1,LG09,2600001,2650000,50000,*,-0.023,0.023
31,1,PC1,LG09,2750001,2800000,50000,*,-0.023,0.023
32,1,PC1,LG09,2800001,2850000,50000,*,-0.023,0.023
33,1,PC1,LG09,2850001,2900000,50000,*,-0.022,0.022
34,1,PC1,LG09,2900001,2950000,50000,*,-0.022,0.022
35,1,PC1,LG09,3050001,3100000,50000,*,-0.023,0.023
36,1,PC1,LG09,3150001,3200000,50000,*,-0.023,0.023
37,1,PC1,LG09,3200001,3250000,50000,*,-0.024,0.024
38,1,PC1,LG09,3300001,3350000,50000,*,-0.023,0.023
39,1,PC1,LG09,3350001,3400000,50000,*,-0.023,0.023
40,1,PC1,LG09,3400001,3450000,50000,*,-0.023,0.023
41,1,PC1,LG09,3500001,3550000,50000,*,-0.023,0.023
42,1,PC1,LG09,3550001,3600000,50000,*,-0.023,0.023
43,1,PC1,LG09,3600001,3650000,50000,*,-0.021,0.021
44,1,PC1,LG09,3650001,3700000,50000,*,-0.022,0.022
45,1,PC1,LG09,3700001,3750000,50000,*,-0.023,0.023
46,1,PC1,LG09,3750001,3800000,50000,*,-0.02,0.02
47,1,PC1,LG09,3800001,3850000,50000,*,-0.021,0.021
48,1,PC1,LG09,3850001,3900000,50000,*,-0.022,0.022
49,1,PC1,LG09,3900001,3950000,50000,*,-0.022,0.022
50,1,PC1,LG09,4150001,4200000,50000,*,-0.022,0.022
51,1,PC1,LG09,4200001,4250000,50000,*,-0.022,0.022
52,1,PC1,LG09,4250001,4300000,50000,*,-0.023,0.023
53,1,PC1,LG09,4300001,4350000,50000,*,-0.022,0.022
54,1,PC1,LG09,4350001,4400000,50000,*,-0.022,0.022
55,1,PC1,LG09,4400001,4450000,50000,*,-0.02,0.02
56,1,PC1,LG09,4450001,4500000,50000,*,-0.023,0.023
57,1,PC1,LG09,4500001,4550000,50000,*,-0.023,0.023
58,1,PC1,LG09,4550001,4600000,50000,*,-0.023,0.023
59,1,PC1,LG09,4600001,4650000,50000,*,-0.023,0.023
60,1,PC1,LG09,4700001,4750000,50000,*,-0.022,0.022
61,1,PC1,LG09,4750001,4800000,50000,*,-0.022,0.022
62,1,PC1,LG09,4800001,4850000,50000,*,-0.023,0.023
63,1,PC1,LG09,4850001,4900000,50000,*,-0.023,0.023
64,1,PC1,LG09,4950001,5000000,50000,*,-0.019,0.019
65,1,PC1,LG09,5050001,5100000,50000,*,-0.023,0.023
66,1,PC1,LG09,5100001,5150000,50000,*,-0.022,0.022
67,1,PC1,LG09,5200001,5250000,50000,*,-0.021,0.021
68,1,PC1,LG09,5250001,5300000,50000,*,-0.019,0.019
69,1,PC1,LG09,5300001,5350000,50000,*,-0.02,0.02
70,1,PC1,LG09,5400001,5450000,50000,*,-0.023,0.023
71,1,PC1,LG09,5450001,5500000,50000,*,-0.024,0.024
72,1,PC1,LG09,5500001,5550000,50000,*,-0.018,0.018
73,1,PC1,LG09,5550001,5600000,50000,*,-0.021,0.021
74,1,PC1,LG09,5600001,5650000,50000,*,-0.023,0.023
75,1,PC1,LG09,5650001,5700000,50000,*,-0.023,0.023
76,1,PC1,LG09,5700001,5750000,50000,*,-0.023,0.023
77,1,PC1,LG09,5750001,5800000,50000,*,-0.021,0.021
78,1,PC1,LG09,5800001,5850000,50000,*,-0.023,0.023
79,1,PC1,LG09,5850001,5900000,50000,*,-0.023,0.023
80,1,PC1,LG09,5950001,6000000,50000,*,-0.021,0.021
81,1,PC1,LG09,6000001,6050000,50000,*,-0.022,0.022
82,1,PC1,LG09,6050001,6100000,50000,*,-0.021,0.021
83,1,PC1,LG09,6100001,6150000,50000,*,-0.02,0.02
84,1,PC1,LG09,6150001,6200000,50000,*,-0.022,0.022
85,1,PC1,LG09,6250001,6300000,50000,*,-0.006,0.006
86,1,PC1,LG09,6350001,6400000,50000,*,0.003,-0.003
87,1,PC1,LG09,6400001,6450000,50000,*,-0.001,0.001
88,1,PC1,LG09,6550001,6600000,50000,*,-0.022,0.022
89,1,PC1,LG09,6600001,6650000,50000,*,-0.017,0.017
90,1,PC1,LG09,6650001,6700000,50000,*,-0.02,0.02
91,1,PC1,LG09,6700001,6750000,50000,*,-0.024,0.024
92,1,PC1,LG09,6750001,6800000,50000,*,-0.022,0.022
93,1,PC1,LG09,6800001,6850000,50000,*,-0.023,0.023
94,1,PC1,LG09,6850001,6900000,50000,*,-0.024,0.024
95,1,PC1,LG09,6900001,6950000,50000,*,-0.024,0.024
96,1,PC1,LG09,6950001,7000000,50000,*,-0.022,0.022
97,1,PC1,LG09,7000001,7050000,50000,*,-0.022,0.022
98,1,PC1,LG09,7050001,7100000,50000,*,-0.022,0.022
99,1,PC1,LG09,7100001,7150000,50000,*,-0.023,0.023
100,1,PC1,LG09,7150001,7200000,50000,*,-0.023,0.023
101,1,PC1,LG09,7200001,7250000,50000,*,-0.023,0.023
102,1,PC1,LG09,7250001,7300000,50000,*,-0.023,0.023
103,1,PC1,LG09,7300001,7350000,50000,*,-0.021,0.021
104,1,PC1,LG09,7350001,7400000,50000,*,-0.022,0.022
105,1,PC1,LG09,7400001,7450000,50000,*,-0.022,0.022
106,1,PC1,LG09,7450001,7500000,50000,*,-0.023,0.023
107,1,PC1,LG09,7500001,7550000,50000,*,-0.021,0.021
108,1,PC1,LG09,7550001,7600000,50000,*,-0.02,0.02
109,1,PC1,LG09,7600001,7650000,50000,*,-0.017,0.017
110,1,PC1,LG09,7650001,7700000,50000,*,-0.019,0.019
111,1,PC1,LG09,7700001,7750000,50000,*,-0.007,0.007
112,1,PC1,LG09,7750001,7800000,50000,*,-0.002,0.002
113,1,PC1,LG09,7800001,7850000,50000,*,-0.017,0.017
114,1,PC1,LG09,7850001,7900000,50000,*,-0.021,0.021
115,1,PC1,LG09,7900001,7950000,50000,*,-0.018,0.018
116,1,PC1,LG09,7950001,8000000,50000,*,0.001,-0.001
117,1,PC1,LG09,8050001,8100000,50000,*,-0.01,0.01
118,1,PC1,LG09,8100001,8150000,50000,*,-0.022,0.022
