,group,group_name,seqnames,start,end,width,strand,score,score
1,1,PC1,LG10,350001,400000,50000,*,-0.017,0.017
2,1,PC1,LG10,400001,450000,50000,*,-0.017,0.017
3,1,PC1,LG10,450001,500000,50000,*,-0.015,0.015
4,1,PC1,LG10,500001,550000,50000,*,-0.018,0.018
5,1,PC1,LG10,550001,600000,50000,*,-0.017,0.017
6,1,PC1,LG10,600001,650000,50000,*,-0.016,0.016
7,1,PC1,LG10,650001,700000,50000,*,-0.017,0.017
8,1,PC1,LG10,750001,800000,50000,*,-0.018,0.018
9,1,PC1,LG10,800001,850000,50000,*,-0.016,0.016
10,1,PC1,LG10,850001,900000,50000,*,-0.017,0.017
11,1,PC1,LG10,900001,950000,50000,*,-0.018,0.018
12,1,PC1,LG10,950001,1000000,50000,*,-0.018,0.018
13,1,PC1,LG10,1050001,1100000,50000,*,-0.017,0.017
14,1,PC1,LG10,1150001,1200000,50000,*,-0.018,0.018
15,1,PC1,LG10,1200001,1250000,50000,*,-0.017,0.017
16,1,PC1,LG10,1250001,1300000,50000,*,-0.018,0.018
17,1,PC1,LG10,1350001,1400000,50000,*,-0.015,0.015
18,1,PC1,LG10,1500001,1550000,50000,*,-0.018,0.018
19,1,PC1,LG10,1550001,1600000,50000,*,-0.02,0.02
20,1,PC1,LG10,1700001,1750000,50000,*,-0.018,0.018
21,1,PC1,LG10,1750001,1800000,50000,*,-0.019,0.019
22,1,PC1,LG10,1800001,1850000,50000,*,-0.019,0.019
23,1,PC1,LG10,1900001,1950000,50000,*,-0.019,0.019
24,1,PC1,LG10,1950001,2000000,50000,*,-0.018,0.018
25,1,PC1,LG10,2000001,2050000,50000,*,-0.017,0.017
26,1,PC1,LG10,2050001,2100000,50000,*,-0.017,0.017
27,1,PC1,LG10,2100001,2150000,50000,*,-0.019,0.019
28,1,PC1,LG10,2250001,2300000,50000,*,-0.019,0.019
29,1,PC1,LG10,2300001,2350000,50000,*,-0.023,0.023
30,1,PC1,LG10,2350001,2400000,50000,*,-0.018,0.018
31,1,PC1,LG10,2450001,2500000,50000,*,-0.019,0.019
32,1,PC1,LG10,2550001,2600000,50000,*,-0.02,0.02
33,1,PC1,LG10,2600001,2650000,50000,*,-0.018,0.018
34,1,PC1,LG10,2650001,2700000,50000,*,-0.02,0.02
35,1,PC1,LG10,2700001,2750000,50000,*,-0.016,0.016
36,1,PC1,LG10,2750001,2800000,50000,*,-0.019,0.019
37,1,PC1,LG10,2800001,2850000,50000,*,-0.02,0.02
38,1,PC1,LG10,2850001,2900000,50000,*,-0.017,0.017
39,1,PC1,LG10,2900001,2950000,50000,*,-0.018,0.018
40,1,PC1,LG10,2950001,3000000,50000,*,-0.019,0.019
41,1,PC1,LG10,3000001,3050000,50000,*,-0.019,0.019
42,1,PC1,LG10,3050001,3100000,50000,*,-0.019,0.019
43,1,PC1,LG10,3100001,3150000,50000,*,-0.014,0.014
44,1,PC1,LG10,3150001,3200000,50000,*,-0.019,0.019
45,1,PC1,LG10,3200001,3250000,50000,*,-0.02,0.02
46,1,PC1,LG10,3250001,3300000,50000,*,-0.019,0.019
47,1,PC1,LG10,3300001,3350000,50000,*,-0.02,0.02
48,1,PC1,LG10,3350001,3400000,50000,*,-0.019,0.019
49,1,PC1,LG10,3400001,3450000,50000,*,-0.021,0.021
50,1,PC1,LG10,3450001,3500000,50000,*,-0.02,0.02
51,1,PC1,LG10,3550001,3600000,50000,*,-0.021,0.021
52,1,PC1,LG10,3600001,3650000,50000,*,-0.02,0.02
53,1,PC1,LG10,3650001,3700000,50000,*,-0.021,0.021
54,1,PC1,LG10,3700001,3750000,50000,*,-0.019,0.019
55,1,PC1,LG10,3750001,3800000,50000,*,-0.022,0.022
56,1,PC1,LG10,3800001,3850000,50000,*,-0.02,0.02
57,1,PC1,LG10,3900001,3950000,50000,*,-0.021,0.021
58,1,PC1,LG10,3950001,4000000,50000,*,-0.02,0.02
59,1,PC1,LG10,4000001,4050000,50000,*,-0.021,0.021
60,1,PC1,LG10,4050001,4100000,50000,*,-0.021,0.021
61,1,PC1,LG10,4100001,4150000,50000,*,-0.021,0.021
62,1,PC1,LG10,4150001,4200000,50000,*,-0.022,0.022
63,1,PC1,LG10,4200001,4250000,50000,*,-0.021,0.021
64,1,PC1,LG10,4250001,4300000,50000,*,-0.022,0.022
65,1,PC1,LG10,4600001,4650000,50000,*,-0.022,0.022
66,1,PC1,LG10,4650001,4700000,50000,*,-0.023,0.023
67,1,PC1,LG10,4750001,4800000,50000,*,-0.019,0.019
68,1,PC1,LG10,4800001,4850000,50000,*,-0.021,0.021
69,1,PC1,LG10,4850001,4900000,50000,*,-0.022,0.022
70,1,PC1,LG10,4900001,4950000,50000,*,-0.018,0.018
71,1,PC1,LG10,4950001,5000000,50000,*,-0.02,0.02
72,1,PC1,LG10,5050001,5100000,50000,*,-0.021,0.021
73,1,PC1,LG10,5100001,5150000,50000,*,-0.022,0.022
74,1,PC1,LG10,5150001,5200000,50000,*,-0.018,0.018
75,1,PC1,LG10,5200001,5250000,50000,*,-0.019,0.019
76,1,PC1,LG10,5250001,5300000,50000,*,-0.021,0.021
77,1,PC1,LG10,5300001,5350000,50000,*,-0.02,0.02
78,1,PC1,LG10,5350001,5400000,50000,*,-0.022,0.022
79,1,PC1,LG10,5400001,5450000,50000,*,-0.022,0.022
80,1,PC1,LG10,5450001,5500000,50000,*,-0.019,0.019
81,1,PC1,LG10,5500001,5550000,50000,*,-0.019,0.019
82,1,PC1,LG10,5550001,5600000,50000,*,-0.019,0.019
83,1,PC1,LG10,5600001,5650000,50000,*,-0.022,0.022
84,1,PC1,LG10,5650001,5700000,50000,*,-0.019,0.019
85,1,PC1,LG10,5700001,5750000,50000,*,-0.019,0.019
86,1,PC1,LG10,5750001,5800000,50000,*,-0.022,0.022
87,1,PC1,LG10,5800001,5850000,50000,*,-0.022,0.022
88,1,PC1,LG10,5850001,5900000,50000,*,-0.022,0.022
89,1,PC1,LG10,5900001,5950000,50000,*,-0.021,0.021
90,1,PC1,LG10,5950001,6000000,50000,*,-0.021,0.021
91,1,PC1,LG10,6000001,6050000,50000,*,-0.023,0.023
92,1,PC1,LG10,6050001,6100000,50000,*,-0.022,0.022
93,1,PC1,LG10,6100001,6150000,50000,*,-0.021,0.021
94,1,PC1,LG10,6150001,6200000,50000,*,-0.022,0.022
95,1,PC1,LG10,6200001,6250000,50000,*,-0.021,0.021
96,1,PC1,LG10,6250001,6300000,50000,*,-0.021,0.021
97,1,PC1,LG10,6300001,6350000,50000,*,-0.02,0.02
98,1,PC1,LG10,6350001,6400000,50000,*,-0.019,0.019
99,1,PC1,LG10,6400001,6450000,50000,*,-0.021,0.021
100,1,PC1,LG10,6450001,6500000,50000,*,-0.021,0.021
101,1,PC1,LG10,6500001,6550000,50000,*,-0.019,0.019
102,1,PC1,LG10,6550001,6600000,50000,*,-0.021,0.021
103,1,PC1,LG10,6650001,6700000,50000,*,-0.023,0.023
104,1,PC1,LG10,6700001,6750000,50000,*,-0.022,0.022
105,1,PC1,LG10,6800001,6850000,50000,*,-0.02,0.02
106,1,PC1,LG10,6850001,6900000,50000,*,-0.022,0.022
107,1,PC1,LG10,6900001,6950000,50000,*,-0.021,0.021
108,1,PC1,LG10,6950001,7000000,50000,*,-0.023,0.023
109,1,PC1,LG10,7000001,7050000,50000,*,-0.023,0.023
110,1,PC1,LG10,7050001,7100000,50000,*,-0.023,0.023
111,1,PC1,LG10,7100001,7150000,50000,*,-0.022,0.022
112,1,PC1,LG10,7150001,7200000,50000,*,-0.023,0.023
113,1,PC1,LG10,7200001,7250000,50000,*,-0.021,0.021
114,1,PC1,LG10,7250001,7300000,50000,*,-0.021,0.021
115,1,PC1,LG10,7300001,7350000,50000,*,-0.02,0.02
116,1,PC1,LG10,7450001,7500000,50000,*,-0.022,0.022
117,1,PC1,LG10,7500001,7550000,50000,*,-0.023,0.023
118,1,PC1,LG10,7550001,7600000,50000,*,-0.021,0.021
119,1,PC1,LG10,7600001,7650000,50000,*,-0.021,0.021
120,1,PC1,LG10,7650001,7700000,50000,*,-0.017,0.017
121,1,PC1,LG10,7700001,7750000,50000,*,-0.02,0.02
122,1,PC1,LG10,7750001,7800000,50000,*,-0.021,0.021
123,1,PC1,LG10,7850001,7900000,50000,*,-0.023,0.023
124,1,PC1,LG10,7900001,7950000,50000,*,-0.022,0.022
125,1,PC1,LG10,8050001,8100000,50000,*,-0.022,0.022
126,1,PC1,LG10,8100001,8150000,50000,*,-0.021,0.021
127,1,PC1,LG10,8150001,8200000,50000,*,-0.022,0.022
128,1,PC1,LG10,8200001,8250000,50000,*,-0.023,0.023
129,1,PC1,LG10,8250001,8300000,50000,*,-0.022,0.022
130,1,PC1,LG10,8300001,8350000,50000,*,-0.02,0.02
131,1,PC1,LG10,8350001,8400000,50000,*,-0.023,0.023
132,1,PC1,LG10,8400001,8450000,50000,*,-0.022,0.022
