,group,group_name,seqnames,start,end,width,strand,score,score
1,1,PC1,Chr04,1000001,1050000,50000,*,-0.026,0.026
2,1,PC1,Chr04,1050001,1100000,50000,*,-0.026,0.026
3,1,PC1,Chr04,1100001,1150000,50000,*,-0.026,0.026
4,1,PC1,Chr04,1300001,1350000,50000,*,-0.025,0.025
5,1,PC1,Chr04,1350001,1400000,50000,*,-0.025,0.025
6,1,PC1,Chr04,1450001,1500000,50000,*,-0.025,0.025
7,1,PC1,Chr04,1500001,1550000,50000,*,-0.026,0.026
8,1,PC1,Chr04,1550001,1600000,50000,*,-0.026,0.026
9,1,PC1,Chr04,1600001,1650000,50000,*,-0.026,0.026
10,1,PC1,Chr04,1650001,1700000,50000,*,-0.026,0.026
11,1,PC1,Chr04,1850001,1900000,50000,*,-0.026,0.026
12,1,PC1,Chr04,1900001,1950000,50000,*,-0.026,0.026
13,1,PC1,Chr04,1950001,2000000,50000,*,-0.025,0.025
14,1,PC1,Chr04,2000001,2050000,50000,*,-0.026,0.026
15,1,PC1,Chr04,2050001,2100000,50000,*,-0.026,0.026
16,1,PC1,Chr04,2100001,2150000,50000,*,-0.026,0.026
17,1,PC1,Chr04,2150001,2200000,50000,*,-0.026,0.026
18,1,PC1,Chr04,2200001,2250000,50000,*,-0.026,0.026
19,1,PC1,Chr04,2250001,2300000,50000,*,-0.026,0.026
20,1,PC1,Chr04,2350001,2400000,50000,*,-0.024,0.024
21,1,PC1,Chr04,2400001,2450000,50000,*,-0.026,0.026
22,1,PC1,Chr04,2450001,2500000,50000,*,-0.025,0.025
23,1,PC1,Chr04,2500001,2550000,50000,*,-0.026,0.026
24,1,PC1,Chr04,2550001,2600000,50000,*,-0.025,0.025
25,1,PC1,Chr04,2600001,2650000,50000,*,-0.025,0.025
26,1,PC1,Chr04,2650001,2700000,50000,*,-0.026,0.026
27,1,PC1,Chr04,2700001,2750000,50000,*,-0.026,0.026
28,1,PC1,Chr04,2750001,2800000,50000,*,-0.025,0.025
29,1,PC1,Chr04,2800001,2850000,50000,*,-0.025,0.025
30,1,PC1,Chr04,2900001,2950000,50000,*,-0.025,0.025
31,1,PC1,Chr04,2950001,3000000,50000,*,-0.024,0.024
32,1,PC1,Chr04,3000001,3050000,50000,*,-0.024,0.024
33,1,PC1,Chr04,3050001,3100000,50000,*,-0.025,0.025
34,1,PC1,Chr04,3100001,3150000,50000,*,-0.026,0.026
35,1,PC1,Chr04,3150001,3200000,50000,*,-0.026,0.026
36,1,PC1,Chr04,3200001,3250000,50000,*,-0.026,0.026
37,1,PC1,Chr04,3250001,3300000,50000,*,-0.025,0.025
38,1,PC1,Chr04,3300001,3350000,50000,*,-0.025,0.025
39,1,PC1,Chr04,3350001,3400000,50000,*,-0.025,0.025
40,1,PC1,Chr04,3400001,3450000,50000,*,-0.025,0.025
41,1,PC1,Chr04,3450001,3500000,50000,*,-0.025,0.025
42,1,PC1,Chr04,3500001,3550000,50000,*,-0.026,0.026
43,1,PC1,Chr04,3550001,3600000,50000,*,-0.025,0.025
44,1,PC1,Chr04,3600001,3650000,50000,*,-0.025,0.025
45,1,PC1,Chr04,3700001,3750000,50000,*,-0.025,0.025
46,1,PC1,Chr04,3750001,3800000,50000,*,-0.024,0.024
47,1,PC1,Chr04,3800001,3850000,50000,*,-0.026,0.026
