,group,group_name,seqnames,start,end,width,strand,score,score
1,1,PC1,Chr06,1650001,1700000,50000,*,-0.026,0.026
2,1,PC1,Chr06,1750001,1800000,50000,*,-0.026,0.026
3,1,PC1,Chr06,1900001,1950000,50000,*,-0.024,0.024
4,1,PC1,Chr06,2150001,2200000,50000,*,-0.026,0.026
5,1,PC1,Chr06,2300001,2350000,50000,*,-0.026,0.026
6,1,PC1,Chr06,2350001,2400000,50000,*,-0.024,0.024
7,1,PC1,Chr06,2450001,2500000,50000,*,-0.026,0.026
8,1,PC1,Chr06,2500001,2550000,50000,*,-0.027,0.027
9,1,PC1,Chr06,2600001,2650000,50000,*,-0.026,0.026
10,1,PC1,Chr06,2650001,2700000,50000,*,-0.027,0.027
11,1,PC1,Chr06,2700001,2750000,50000,*,-0.026,0.026
12,1,PC1,Chr06,2750001,2800000,50000,*,-0.025,0.025
13,1,PC1,Chr06,2800001,2850000,50000,*,-0.025,0.025
14,1,PC1,Chr06,3000001,3050000,50000,*,-0.021,0.021
15,1,PC1,Chr06,3150001,3200000,50000,*,-0.019,0.019
16,1,PC1,Chr06,3250001,3300000,50000,*,-0.016,0.016
17,1,PC1,Chr06,3300001,3350000,50000,*,-0.019,0.019
18,1,PC1,Chr06,3400001,3450000,50000,*,-0.018,0.018
19,1,PC1,Chr06,3500001,3550000,50000,*,-0.024,0.024
20,1,PC1,Chr06,3600001,3650000,50000,*,-0.023,0.023
21,1,PC1,Chr06,3650001,3700000,50000,*,-0.022,0.022
22,1,PC1,Chr06,3700001,3750000,50000,*,-0.025,0.025
23,1,PC1,Chr06,3750001,3800000,50000,*,-0.025,0.025
24,1,PC1,Chr06,3800001,3850000,50000,*,-0.026,0.026
25,1,PC1,Chr06,3850001,3900000,50000,*,-0.026,0.026
26,1,PC1,Chr06,3900001,3950000,50000,*,-0.024,0.024
27,1,PC1,Chr06,3950001,4000000,50000,*,-0.026,0.026
28,1,PC1,Chr06,4000001,4050000,50000,*,-0.026,0.026
29,1,PC1,Chr06,4150001,4200000,50000,*,-0.026,0.026
30,1,PC1,Chr06,4200001,4250000,50000,*,-0.026,0.026
31,1,PC1,Chr06,4250001,4300000,50000,*,-0.026,0.026
32,1,PC1,Chr06,4300001,4350000,50000,*,-0.026,0.026
33,1,PC1,Chr06,4350001,4400000,50000,*,-0.027,0.027
34,1,PC1,Chr06,4400001,4450000,50000,*,-0.026,0.026
35,1,PC1,Chr06,4450001,4500000,50000,*,-0.026,0.026
36,1,PC1,Chr06,4500001,4550000,50000,*,-0.026,0.026
37,1,PC1,Chr06,4550001,4600000,50000,*,-0.025,0.025
38,1,PC1,Chr06,4600001,4650000,50000,*,-0.026,0.026
39,1,PC1,Chr06,4650001,4700000,50000,*,-0.025,0.025
40,1,PC1,Chr06,4700001,4750000,50000,*,-0.026,0.026
41,1,PC1,Chr06,4750001,4800000,50000,*,-0.026,0.026
42,1,PC1,Chr06,4800001,4850000,50000,*,-0.027,0.027
43,1,PC1,Chr06,4850001,4900000,50000,*,-0.027,0.027
44,1,PC1,Chr06,4900001,4950000,50000,*,-0.026,0.026
45,1,PC1,Chr06,4950001,5000000,50000,*,-0.025,0.025
46,1,PC1,Chr06,5000001,5050000,50000,*,-0.025,0.025
47,1,PC1,Chr06,5050001,5100000,50000,*,-0.02,0.02
48,1,PC1,Chr06,5100001,5150000,50000,*,-0.02,0.02
49,1,PC1,Chr06,5150001,5200000,50000,*,-0.02,0.02
50,1,PC1,Chr06,5200001,5250000,50000,*,-0.022,0.022
51,1,PC1,Chr06,5300001,5350000,50000,*,-0.023,0.023
52,1,PC1,Chr06,5350001,5400000,50000,*,-0.025,0.025
53,1,PC1,Chr06,5400001,5450000,50000,*,-0.026,0.026
54,1,PC1,Chr06,5450001,5500000,50000,*,-0.026,0.026
55,1,PC1,Chr06,5500001,5550000,50000,*,-0.026,0.026
56,1,PC1,Chr06,5550001,5600000,50000,*,-0.025,0.025
57,1,PC1,Chr06,5600001,5650000,50000,*,-0.026,0.026
58,1,PC1,Chr06,5650001,5700000,50000,*,-0.023,0.023
59,1,PC1,Chr06,5700001,5750000,50000,*,-0.022,0.022
60,1,PC1,Chr06,5750001,5800000,50000,*,-0.025,0.025
61,1,PC1,Chr06,5800001,5850000,50000,*,-0.025,0.025
62,1,PC1,Chr06,5850001,5900000,50000,*,-0.023,0.023
63,1,PC1,Chr06,5950001,6000000,50000,*,-0.026,0.026
64,1,PC1,Chr06,6000001,6050000,50000,*,-0.026,0.026
65,1,PC1,Chr06,6050001,6100000,50000,*,-0.026,0.026
66,1,PC1,Chr06,6100001,6150000,50000,*,-0.025,0.025
67,1,PC1,Chr06,6150001,6200000,50000,*,-0.023,0.023
68,1,PC1,Chr06,6200001,6250000,50000,*,-0.024,0.024
69,1,PC1,Chr06,6250001,6300000,50000,*,-0.024,0.024
70,1,PC1,Chr06,6300001,6350000,50000,*,-0.026,0.026
71,1,PC1,Chr06,6350001,6400000,50000,*,-0.026,0.026
72,1,PC1,Chr06,6400001,6450000,50000,*,-0.026,0.026
73,1,PC1,Chr06,6450001,6500000,50000,*,-0.026,0.026
74,1,PC1,Chr06,6500001,6550000,50000,*,-0.027,0.027
75,1,PC1,Chr06,6550001,6600000,50000,*,-0.024,0.024
76,1,PC1,Chr06,6600001,6650000,50000,*,-0.025,0.025
77,1,PC1,Chr06,6650001,6700000,50000,*,-0.026,0.026
78,1,PC1,Chr06,6700001,6750000,50000,*,-0.022,0.022
79,1,PC1,Chr06,6750001,6800000,50000,*,-0.025,0.025
80,1,PC1,Chr06,6800001,6850000,50000,*,-0.023,0.023
81,1,PC1,Chr06,6850001,6900000,50000,*,-0.026,0.026
82,1,PC1,Chr06,6950001,7000000,50000,*,-0.026,0.026
83,1,PC1,Chr06,7000001,7050000,50000,*,-0.023,0.023
84,1,PC1,Chr06,7050001,7100000,50000,*,-0.025,0.025
85,1,PC1,Chr06,7150001,7200000,50000,*,-0.025,0.025
86,1,PC1,Chr06,7200001,7250000,50000,*,-0.026,0.026
87,1,PC1,Chr06,7250001,7300000,50000,*,-0.021,0.021
88,1,PC1,Chr06,7300001,7350000,50000,*,-0.022,0.022
89,1,PC1,Chr06,7350001,7400000,50000,*,-0.022,0.022
90,1,PC1,Chr06,7400001,7450000,50000,*,-0.023,0.023
91,1,PC1,Chr06,7450001,7500000,50000,*,-0.021,0.021
92,1,PC1,Chr06,7500001,7550000,50000,*,-0.025,0.025
93,1,PC1,Chr06,7550001,7600000,50000,*,-0.026,0.026
94,1,PC1,Chr06,7600001,7650000,50000,*,-0.026,0.026
95,1,PC1,Chr06,7650001,7700000,50000,*,-0.024,0.024
96,1,PC1,Chr06,7700001,7750000,50000,*,-0.023,0.023
97,1,PC1,Chr06,7750001,7800000,50000,*,-0.022,0.022
98,1,PC1,Chr06,7800001,7850000,50000,*,-0.024,0.024
99,1,PC1,Chr06,7850001,7900000,50000,*,-0.025,0.025
100,1,PC1,Chr06,7900001,7950000,50000,*,-0.025,0.025
101,1,PC1,Chr06,7950001,8000000,50000,*,-0.015,0.015
102,1,PC1,Chr06,8000001,8050000,50000,*,-0.007,0.007
103,1,PC1,Chr06,8050001,8100000,50000,*,-0.002,0.002
104,1,PC1,Chr06,8100001,8150000,50000,*,-0.009,0.009
105,1,PC1,Chr06,8150001,8200000,50000,*,-0.021,0.021
106,1,PC1,Chr06,8200001,8250000,50000,*,-0.023,0.023
107,1,PC1,Chr06,8250001,8300000,50000,*,-0.026,0.026
108,1,PC1,Chr06,8300001,8350000,50000,*,-0.026,0.026
109,1,PC1,Chr06,8350001,8400000,50000,*,-0.026,0.026
110,1,PC1,Chr06,8400001,8450000,50000,*,-0.026,0.026
111,1,PC1,Chr06,8450001,8500000,50000,*,-0.027,0.027
112,1,PC1,Chr06,8500001,8550000,50000,*,-0.025,0.025
