,group,group_name,seqnames,start,end,width,strand,score,score
1,1,PC1,Chr07,1150001,1200000,50000,*,-0.027,0.027
2,1,PC1,Chr07,1200001,1250000,50000,*,-0.025,0.025
3,1,PC1,Chr07,1300001,1350000,50000,*,-0.026,0.026
4,1,PC1,Chr07,1400001,1450000,50000,*,-0.027,0.027
5,1,PC1,Chr07,1450001,1500000,50000,*,-0.026,0.026
6,1,PC1,Chr07,1600001,1650000,50000,*,-0.025,0.025
7,1,PC1,Chr07,1650001,1700000,50000,*,-0.025,0.025
8,1,PC1,Chr07,1700001,1750000,50000,*,-0.026,0.026
9,1,PC1,Chr07,1850001,1900000,50000,*,-0.027,0.027
10,1,PC1,Chr07,2000001,2050000,50000,*,-0.027,0.027
11,1,PC1,Chr07,2050001,2100000,50000,*,-0.027,0.027
12,1,PC1,Chr07,2100001,2150000,50000,*,-0.027,0.027
13,1,PC1,Chr07,2200001,2250000,50000,*,-0.027,0.027
14,1,PC1,Chr07,2300001,2350000,50000,*,-0.027,0.027
15,1,PC1,Chr07,2350001,2400000,50000,*,-0.027,0.027
16,1,PC1,Chr07,2400001,2450000,50000,*,-0.027,0.027
17,1,PC1,Chr07,2450001,2500000,50000,*,-0.028,0.028
18,1,PC1,Chr07,2500001,2550000,50000,*,-0.027,0.027
19,1,PC1,Chr07,2600001,2650000,50000,*,-0.026,0.026
20,1,PC1,Chr07,2650001,2700000,50000,*,-0.026,0.026
21,1,PC1,Chr07,2700001,2750000,50000,*,-0.022,0.022
22,1,PC1,Chr07,2750001,2800000,50000,*,-0.022,0.022
23,1,PC1,Chr07,2850001,2900000,50000,*,-0.023,0.023
24,1,PC1,Chr07,2900001,2950000,50000,*,-0.024,0.024
25,1,PC1,Chr07,3000001,3050000,50000,*,-0.025,0.025
26,1,PC1,Chr07,3050001,3100000,50000,*,-0.027,0.027
27,1,PC1,Chr07,3100001,3150000,50000,*,-0.027,0.027
28,1,PC1,Chr07,3150001,3200000,50000,*,-0.026,0.026
29,1,PC1,Chr07,3200001,3250000,50000,*,-0.026,0.026
30,1,PC1,Chr07,3250001,3300000,50000,*,-0.026,0.026
31,1,PC1,Chr07,3300001,3350000,50000,*,-0.027,0.027
32,1,PC1,Chr07,3350001,3400000,50000,*,-0.024,0.024
33,1,PC1,Chr07,3400001,3450000,50000,*,-0.027,0.027
34,1,PC1,Chr07,3450001,3500000,50000,*,-0.027,0.027
35,1,PC1,Chr07,3500001,3550000,50000,*,-0.026,0.026
36,1,PC1,Chr07,3550001,3600000,50000,*,-0.027,0.027
37,1,PC1,Chr07,3600001,3650000,50000,*,-0.027,0.027
38,1,PC1,Chr07,3650001,3700000,50000,*,-0.024,0.024
39,1,PC1,Chr07,3700001,3750000,50000,*,-0.027,0.027
40,1,PC1,Chr07,3750001,3800000,50000,*,-0.026,0.026
41,1,PC1,Chr07,3800001,3850000,50000,*,-0.027,0.027
42,1,PC1,Chr07,3850001,3900000,50000,*,-0.027,0.027
43,1,PC1,Chr07,3900001,3950000,50000,*,-0.026,0.026
44,1,PC1,Chr07,3950001,4000000,50000,*,-0.027,0.027
45,1,PC1,Chr07,4000001,4050000,50000,*,-0.025,0.025
46,1,PC1,Chr07,4050001,4100000,50000,*,-0.027,0.027
47,1,PC1,Chr07,4100001,4150000,50000,*,-0.027,0.027
48,1,PC1,Chr07,4150001,4200000,50000,*,-0.027,0.027
49,1,PC1,Chr07,4200001,4250000,50000,*,-0.026,0.026
50,1,PC1,Chr07,4250001,4300000,50000,*,-0.026,0.026
51,1,PC1,Chr07,4350001,4400000,50000,*,-0.026,0.026
52,1,PC1,Chr07,4400001,4450000,50000,*,-0.027,0.027
53,1,PC1,Chr07,4450001,4500000,50000,*,-0.025,0.025
54,1,PC1,Chr07,4500001,4550000,50000,*,-0.025,0.025
55,1,PC1,Chr07,4550001,4600000,50000,*,-0.025,0.025
56,1,PC1,Chr07,4600001,4650000,50000,*,-0.026,0.026
57,1,PC1,Chr07,4650001,4700000,50000,*,-0.027,0.027
58,1,PC1,Chr07,4700001,4750000,50000,*,-0.027,0.027
59,1,PC1,Chr07,4750001,4800000,50000,*,-0.027,0.027
60,1,PC1,Chr07,4800001,4850000,50000,*,-0.027,0.027
61,1,PC1,Chr07,4850001,4900000,50000,*,-0.024,0.024
62,1,PC1,Chr07,4900001,4950000,50000,*,-0.026,0.026
63,1,PC1,Chr07,4950001,5000000,50000,*,-0.026,0.026
64,1,PC1,Chr07,5000001,5050000,50000,*,-0.027,0.027
65,1,PC1,Chr07,5050001,5100000,50000,*,-0.026,0.026
66,1,PC1,Chr07,5150001,5200000,50000,*,-0.027,0.027
67,1,PC1,Chr07,5200001,5250000,50000,*,-0.025,0.025
68,1,PC1,Chr07,5250001,5300000,50000,*,-0.027,0.027
69,1,PC1,Chr07,5300001,5350000,50000,*,-0.026,0.026
70,1,PC1,Chr07,5350001,5400000,50000,*,-0.026,0.026
71,1,PC1,Chr07,5400001,5450000,50000,*,-0.027,0.027
72,1,PC1,Chr07,5450001,5500000,50000,*,-0.025,0.025
73,1,PC1,Chr07,5500001,5550000,50000,*,-0.027,0.027
74,1,PC1,Chr07,5550001,5600000,50000,*,-0.026,0.026
75,1,PC1,Chr07,5600001,5650000,50000,*,-0.026,0.026
76,1,PC1,Chr07,5650001,5700000,50000,*,-0.027,0.027
77,1,PC1,Chr07,5700001,5750000,50000,*,-0.026,0.026
78,1,PC1,Chr07,5750001,5800000,50000,*,-0.027,0.027
79,1,PC1,Chr07,5800001,5850000,50000,*,-0.027,0.027
80,1,PC1,Chr07,5850001,5900000,50000,*,-0.026,0.026
81,1,PC1,Chr07,5900001,5950000,50000,*,-0.027,0.027
82,1,PC1,Chr07,5950001,6000000,50000,*,-0.026,0.026
83,1,PC1,Chr07,6000001,6050000,50000,*,-0.026,0.026
84,1,PC1,Chr07,6050001,6100000,50000,*,-0.023,0.023
85,1,PC1,Chr07,6100001,6150000,50000,*,-0.024,0.024
86,1,PC1,Chr07,6150001,6200000,50000,*,-0.024,0.024
87,1,PC1,Chr07,6200001,6250000,50000,*,-0.025,0.025
88,1,PC1,Chr07,6250001,6300000,50000,*,-0.023,0.023
89,1,PC1,Chr07,6300001,6350000,50000,*,-0.025,0.025
90,1,PC1,Chr07,6350001,6400000,50000,*,-0.024,0.024
91,1,PC1,Chr07,6400001,6450000,50000,*,0,0
92,1,PC1,Chr07,6450001,6500000,50000,*,0,0
93,1,PC1,Chr07,6500001,6550000,50000,*,-0.018,0.018
94,1,PC1,Chr07,6550001,6600000,50000,*,-0.018,0.018
95,1,PC1,Chr07,6600001,6650000,50000,*,-0.021,0.021
96,1,PC1,Chr07,6650001,6700000,50000,*,-0.021,0.021
97,1,PC1,Chr07,6700001,6750000,50000,*,-0.019,0.019
98,1,PC1,Chr07,6750001,6800000,50000,*,-0.01,0.01
99,1,PC1,Chr07,6800001,6850000,50000,*,-0.021,0.021
100,1,PC1,Chr07,6850001,6900000,50000,*,-0.022,0.022
101,1,PC1,Chr07,6900001,6950000,50000,*,-0.022,0.022
102,1,PC1,Chr07,6950001,7000000,50000,*,-0.018,0.018
103,1,PC1,Chr07,7000001,7050000,50000,*,-0.018,0.018
104,1,PC1,Chr07,7050001,7100000,50000,*,0.015,-0.015
105,1,PC1,Chr07,7100001,7150000,50000,*,0.017,-0.017
106,1,PC1,Chr07,7150001,7200000,50000,*,0.024,-0.024
107,1,PC1,Chr07,7200001,7250000,50000,*,0.024,-0.024
108,1,PC1,Chr07,7250001,7300000,50000,*,0.026,-0.026
109,1,PC1,Chr07,7300001,7350000,50000,*,0.027,-0.027
110,1,PC1,Chr07,7350001,7400000,50000,*,0.024,-0.024
111,1,PC1,Chr07,7400001,7450000,50000,*,0.013,-0.013
112,1,PC1,Chr07,7450001,7500000,50000,*,0.024,-0.024
113,1,PC1,Chr07,7500001,7550000,50000,*,0.024,-0.024
114,1,PC1,Chr07,7550001,7600000,50000,*,0.024,-0.024
115,1,PC1,Chr07,7600001,7650000,50000,*,0.026,-0.026
116,1,PC1,Chr07,7650001,7700000,50000,*,0.024,-0.024
117,1,PC1,Chr07,7700001,7750000,50000,*,0.025,-0.025
118,1,PC1,Chr07,7750001,7800000,50000,*,0.022,-0.022
119,1,PC1,Chr07,7800001,7850000,50000,*,0.019,-0.019
120,1,PC1,Chr07,7850001,7900000,50000,*,-0.004,0.004
121,1,PC1,Chr07,7900001,7950000,50000,*,-0.013,0.013
122,1,PC1,Chr07,7950001,8000000,50000,*,-0.024,0.024
123,1,PC1,Chr07,8000001,8050000,50000,*,-0.012,0.012
124,1,PC1,Chr07,8050001,8100000,50000,*,-0.005,0.005
125,1,PC1,Chr07,8100001,8150000,50000,*,-0.015,0.015
126,1,PC1,Chr07,8150001,8200000,50000,*,-0.02,0.02
127,1,PC1,Chr07,8200001,8250000,50000,*,-0.022,0.022
128,1,PC1,Chr07,8250001,8300000,50000,*,-0.021,0.021
129,1,PC1,Chr07,8300001,8350000,50000,*,-0.021,0.021
130,1,PC1,Chr07,8350001,8400000,50000,*,-0.019,0.019
131,1,PC1,Chr07,8400001,8450000,50000,*,-0.024,0.024
132,1,PC1,Chr07,8450001,8500000,50000,*,-0.024,0.024
133,1,PC1,Chr07,8500001,8550000,50000,*,-0.025,0.025
134,1,PC1,Chr07,8550001,8600000,50000,*,-0.027,0.027
135,1,PC1,Chr07,8600001,8650000,50000,*,-0.025,0.025
136,1,PC1,Chr07,8650001,8700000,50000,*,-0.025,0.025
137,1,PC1,Chr07,8700001,8750000,50000,*,-0.021,0.021
138,1,PC1,Chr07,8750001,8800000,50000,*,-0.02,0.02
139,1,PC1,Chr07,8800001,8850000,50000,*,-0.019,0.019
140,1,PC1,Chr07,8850001,8900000,50000,*,0.004,-0.004
141,1,PC1,Chr07,8900001,8950000,50000,*,-0.006,0.006
142,1,PC1,Chr07,8950001,9000000,50000,*,-0.016,0.016
143,1,PC1,Chr07,9000001,9050000,50000,*,-0.011,0.011
144,1,PC1,Chr07,9050001,9100000,50000,*,-0.018,0.018
145,1,PC1,Chr07,9100001,9150000,50000,*,-0.014,0.014
146,1,PC1,Chr07,9150001,9200000,50000,*,-0.013,0.013
147,1,PC1,Chr07,9200001,9250000,50000,*,-0.01,0.01
148,1,PC1,Chr07,9250001,9300000,50000,*,0.02,-0.02
149,1,PC1,Chr07,9300001,9350000,50000,*,0.006,-0.006
150,1,PC1,Chr07,9350001,9400000,50000,*,0.018,-0.018
151,1,PC1,Chr07,9400001,9450000,50000,*,0.025,-0.025
152,1,PC1,Chr07,9450001,9500000,50000,*,0.025,-0.025
153,1,PC1,Chr07,9500001,9550000,50000,*,0.022,-0.022
154,1,PC1,Chr07,9550001,9600000,50000,*,0.012,-0.012
155,1,PC1,Chr07,9600001,9650000,50000,*,-0.017,0.017
156,1,PC1,Chr07,9650001,9700000,50000,*,-0.019,0.019
157,1,PC1,Chr07,9700001,9750000,50000,*,-0.021,0.021
158,1,PC1,Chr07,9750001,9800000,50000,*,-0.02,0.02
159,1,PC1,Chr07,9800001,9850000,50000,*,-0.012,0.012
160,1,PC1,Chr07,9850001,9900000,50000,*,-0.016,0.016
161,1,PC1,Chr07,9900001,9950000,50000,*,-0.019,0.019
162,1,PC1,Chr07,9950001,10000000,50000,*,-0.008,0.008
163,1,PC1,Chr07,10000001,10050000,50000,*,0.019,-0.019
164,1,PC1,Chr07,10050001,10100000,50000,*,-0.003,0.003
165,1,PC1,Chr07,10100001,10150000,50000,*,0,0
166,1,PC1,Chr07,10150001,10200000,50000,*,0.007,-0.007
167,1,PC1,Chr07,10200001,10250000,50000,*,0.017,-0.017
168,1,PC1,Chr07,10250001,10300000,50000,*,0.003,-0.003
169,1,PC1,Chr07,10300001,10350000,50000,*,0.005,-0.005
170,1,PC1,Chr07,10350001,10400000,50000,*,0.001,-0.001
171,1,PC1,Chr07,10400001,10450000,50000,*,0.014,-0.014
172,1,PC1,Chr07,10450001,10500000,50000,*,0.017,-0.017
173,1,PC1,Chr07,10500001,10550000,50000,*,-0.011,0.011
174,1,PC1,Chr07,10550001,10600000,50000,*,-0.014,0.014
175,1,PC1,Chr07,10600001,10650000,50000,*,0.016,-0.016
176,1,PC1,Chr07,10650001,10700000,50000,*,0.021,-0.021
177,1,PC1,Chr07,10700001,10750000,50000,*,0.023,-0.023
178,1,PC1,Chr07,10750001,10800000,50000,*,0.024,-0.024
179,1,PC1,Chr07,10800001,10850000,50000,*,0.025,-0.025
180,1,PC1,Chr07,10850001,10900000,50000,*,0.025,-0.025
181,1,PC1,Chr07,10900001,10950000,50000,*,0.024,-0.024
182,1,PC1,Chr07,10950001,11000000,50000,*,0.018,-0.018
183,1,PC1,Chr07,11000001,11050000,50000,*,-0.017,0.017
184,1,PC1,Chr07,11050001,11100000,50000,*,0.019,-0.019
185,1,PC1,Chr07,11100001,11150000,50000,*,0.023,-0.023
186,1,PC1,Chr07,11150001,11200000,50000,*,0.026,-0.026
187,1,PC1,Chr07,11200001,11250000,50000,*,0.025,-0.025
188,1,PC1,Chr07,11250001,11300000,50000,*,0.025,-0.025
189,1,PC1,Chr07,11300001,11350000,50000,*,0.025,-0.025
190,1,PC1,Chr07,11400001,11450000,50000,*,0.019,-0.019
191,1,PC1,Chr07,11450001,11500000,50000,*,0.008,-0.008
192,1,PC1,Chr07,11500001,11550000,50000,*,0.014,-0.014
193,1,PC1,Chr07,11550001,11600000,50000,*,-0.005,0.005
194,1,PC1,Chr07,11600001,11650000,50000,*,-0.003,0.003
195,1,PC1,Chr07,11650001,11700000,50000,*,-0.014,0.014
196,1,PC1,Chr07,11700001,11750000,50000,*,-0.016,0.016
197,1,PC1,Chr07,11750001,11800000,50000,*,-0.023,0.023
198,1,PC1,Chr07,11800001,11850000,50000,*,-0.024,0.024
199,1,PC1,Chr07,11850001,11900000,50000,*,-0.017,0.017
200,1,PC1,Chr07,11900001,11950000,50000,*,-0.025,0.025
201,1,PC1,Chr07,11950001,12000000,50000,*,-0.023,0.023
202,1,PC1,Chr07,12000001,12050000,50000,*,-0.024,0.024
203,1,PC1,Chr07,12050001,12100000,50000,*,-0.023,0.023
204,1,PC1,Chr07,12100001,12150000,50000,*,-0.022,0.022
205,1,PC1,Chr07,12150001,12200000,50000,*,-0.02,0.02
206,1,PC1,Chr07,12200001,12250000,50000,*,-0.018,0.018
207,1,PC1,Chr07,12250001,12300000,50000,*,-0.025,0.025
208,1,PC1,Chr07,12300001,12350000,50000,*,-0.022,0.022
209,1,PC1,Chr07,12350001,12400000,50000,*,-0.018,0.018
210,1,PC1,Chr07,12400001,12450000,50000,*,-0.02,0.02
211,1,PC1,Chr07,12450001,12500000,50000,*,-0.008,0.008
212,1,PC1,Chr07,12500001,12550000,50000,*,-0.002,0.002
213,1,PC1,Chr07,12550001,12600000,50000,*,-0.012,0.012
214,1,PC1,Chr07,12600001,12650000,50000,*,-0.014,0.014
215,1,PC1,Chr07,12650001,12700000,50000,*,-0.003,0.003
216,1,PC1,Chr07,12700001,12750000,50000,*,-0.002,0.002
217,1,PC1,Chr07,12750001,12800000,50000,*,0.014,-0.014
218,1,PC1,Chr07,12850001,12900000,50000,*,0.014,-0.014
219,1,PC1,Chr07,12900001,12950000,50000,*,0.018,-0.018
220,1,PC1,Chr07,12950001,13000000,50000,*,0.025,-0.025
221,1,PC1,Chr07,13000001,13050000,50000,*,0.025,-0.025
222,1,PC1,Chr07,13050001,13100000,50000,*,0.026,-0.026
223,1,PC1,Chr07,13100001,13150000,50000,*,0.02,-0.02
224,1,PC1,Chr07,13150001,13200000,50000,*,0.024,-0.024
225,1,PC1,Chr07,13200001,13250000,50000,*,-0.01,0.01
226,1,PC1,Chr07,13250001,13300000,50000,*,0.003,-0.003
227,1,PC1,Chr07,13300001,13350000,50000,*,0.022,-0.022
228,1,PC1,Chr07,13350001,13400000,50000,*,0.026,-0.026
229,1,PC1,Chr07,13400001,13450000,50000,*,0.026,-0.026
230,1,PC1,Chr07,13450001,13500000,50000,*,0.026,-0.026
231,1,PC1,Chr07,13500001,13550000,50000,*,0.026,-0.026
232,1,PC1,Chr07,13550001,13600000,50000,*,0.026,-0.026
233,1,PC1,Chr07,13600001,13650000,50000,*,0.027,-0.027
234,1,PC1,Chr07,13650001,13700000,50000,*,0.027,-0.027
235,1,PC1,Chr07,13700001,13750000,50000,*,0.026,-0.026
236,1,PC1,Chr07,13750001,13800000,50000,*,0.025,-0.025
237,1,PC1,Chr07,13800001,13850000,50000,*,0.01,-0.01
238,1,PC1,Chr07,13850001,13900000,50000,*,-0.008,0.008
239,1,PC1,Chr07,13900001,13950000,50000,*,0.024,-0.024
240,1,PC1,Chr07,14000001,14050000,50000,*,0.023,-0.023
241,1,PC1,Chr07,14050001,14100000,50000,*,-0.01,0.01
242,1,PC1,Chr07,14100001,14150000,50000,*,-0.02,0.02
243,1,PC1,Chr07,14150001,14200000,50000,*,0.015,-0.015
244,1,PC1,Chr07,14200001,14250000,50000,*,0.013,-0.013
245,1,PC1,Chr07,14250001,14300000,50000,*,0.009,-0.009
246,1,PC1,Chr07,14300001,14350000,50000,*,-0.017,0.017
247,1,PC1,Chr07,14350001,14400000,50000,*,0.018,-0.018
248,1,PC1,Chr07,14400001,14450000,50000,*,0.006,-0.006
249,1,PC1,Chr07,14450001,14500000,50000,*,-0.019,0.019
250,1,PC1,Chr07,14500001,14550000,50000,*,-0.004,0.004
251,1,PC1,Chr07,14550001,14600000,50000,*,-0.011,0.011
252,1,PC1,Chr07,14600001,14650000,50000,*,-0.013,0.013
253,1,PC1,Chr07,14650001,14700000,50000,*,-0.005,0.005
254,1,PC1,Chr07,14700001,14750000,50000,*,-0.018,0.018
255,1,PC1,Chr07,14750001,14800000,50000,*,-0.008,0.008
256,1,PC1,Chr07,14800001,14850000,50000,*,-0.024,0.024
257,1,PC1,Chr07,14850001,14900000,50000,*,-0.025,0.025
258,1,PC1,Chr07,14900001,14950000,50000,*,-0.024,0.024
259,1,PC1,Chr07,14950001,15000000,50000,*,-0.024,0.024
260,1,PC1,Chr07,15000001,15050000,50000,*,-0.019,0.019
261,1,PC1,Chr07,15050001,15100000,50000,*,0.01,-0.01
262,1,PC1,Chr07,15100001,15150000,50000,*,0.011,-0.011
263,1,PC1,Chr07,15150001,15200000,50000,*,0.003,-0.003
264,1,PC1,Chr07,15200001,15250000,50000,*,0.02,-0.02
265,1,PC1,Chr07,15250001,15300000,50000,*,0.025,-0.025
266,1,PC1,Chr07,15300001,15350000,50000,*,0.026,-0.026
267,1,PC1,Chr07,15350001,15400000,50000,*,0.024,-0.024
268,1,PC1,Chr07,15400001,15450000,50000,*,0.023,-0.023
269,1,PC1,Chr07,15450001,15500000,50000,*,0.021,-0.021
270,1,PC1,Chr07,15500001,15550000,50000,*,0.003,-0.003
271,1,PC1,Chr07,15550001,15600000,50000,*,-0.02,0.02
272,1,PC1,Chr07,15600001,15650000,50000,*,-0.015,0.015
273,1,PC1,Chr07,15650001,15700000,50000,*,-0.021,0.021
274,1,PC1,Chr07,15700001,15750000,50000,*,-0.019,0.019
275,1,PC1,Chr07,15750001,15800000,50000,*,-0.024,0.024
276,1,PC1,Chr07,15800001,15850000,50000,*,-0.013,0.013
277,1,PC1,Chr07,15850001,15900000,50000,*,-0.017,0.017
278,1,PC1,Chr07,15900001,15950000,50000,*,-0.016,0.016
279,1,PC1,Chr07,15950001,16000000,50000,*,-0.008,0.008
280,1,PC1,Chr07,16000001,16050000,50000,*,0.012,-0.012
281,1,PC1,Chr07,16050001,16100000,50000,*,0.012,-0.012
282,1,PC1,Chr07,16100001,16150000,50000,*,0.016,-0.016
283,1,PC1,Chr07,16150001,16200000,50000,*,0.009,-0.009
284,1,PC1,Chr07,16200001,16250000,50000,*,-0.015,0.015
285,1,PC1,Chr07,16250001,16300000,50000,*,-0.021,0.021
286,1,PC1,Chr07,16300001,16350000,50000,*,-0.016,0.016
287,1,PC1,Chr07,16350001,16400000,50000,*,-0.025,0.025
288,1,PC1,Chr07,16400001,16450000,50000,*,-0.022,0.022
289,1,PC1,Chr07,16450001,16500000,50000,*,-0.021,0.021
290,1,PC1,Chr07,16500001,16550000,50000,*,-0.02,0.02
291,1,PC1,Chr07,16550001,16600000,50000,*,-0.024,0.024
292,1,PC1,Chr07,16600001,16650000,50000,*,-0.024,0.024
293,1,PC1,Chr07,16650001,16700000,50000,*,-0.025,0.025
294,1,PC1,Chr07,16700001,16750000,50000,*,-0.022,0.022
295,1,PC1,Chr07,16750001,16800000,50000,*,-0.013,0.013
296,1,PC1,Chr07,16800001,16850000,50000,*,-0.021,0.021
297,1,PC1,Chr07,16850001,16900000,50000,*,-0.001,0.001
298,1,PC1,Chr07,16900001,16950000,50000,*,0.005,-0.005
299,1,PC1,Chr07,16950001,17000000,50000,*,-0.012,0.012
300,1,PC1,Chr07,17000001,17050000,50000,*,-0.022,0.022
301,1,PC1,Chr07,17050001,17100000,50000,*,-0.002,0.002
302,1,PC1,Chr07,17100001,17150000,50000,*,0,0
303,1,PC1,Chr07,17150001,17200000,50000,*,-0.023,0.023
304,1,PC1,Chr07,17200001,17250000,50000,*,-0.017,0.017
305,1,PC1,Chr07,17250001,17300000,50000,*,0.005,-0.005
306,1,PC1,Chr07,17300001,17350000,50000,*,-0.019,0.019
307,1,PC1,Chr07,17350001,17400000,50000,*,-0.025,0.025
308,1,PC1,Chr07,17400001,17450000,50000,*,-0.026,0.026
309,1,PC1,Chr07,17450001,17500000,50000,*,-0.021,0.021
310,1,PC1,Chr07,17500001,17550000,50000,*,-0.023,0.023
311,1,PC1,Chr07,17550001,17600000,50000,*,-0.018,0.018
312,1,PC1,Chr07,17600001,17650000,50000,*,-0.025,0.025
313,1,PC1,Chr07,17650001,17700000,50000,*,-0.024,0.024
314,1,PC1,Chr07,17700001,17750000,50000,*,-0.027,0.027
315,1,PC1,Chr07,17750001,17800000,50000,*,-0.026,0.026
316,1,PC1,Chr07,17800001,17850000,50000,*,-0.027,0.027
317,1,PC1,Chr07,17850001,17900000,50000,*,-0.025,0.025
